Uid,Sid,Tag,Key,Time,Value,UpdateTime
47675629,786882759,daily_report,stress,1756339200,"{""max_stress"":34,""min_stress"":34,""avg_stress"":34,""stress_scale"":{""moderate"":0,""relax"":0,""mild"":1,""severe"":0}}",1756428816
47675629,786882759,daily_report,stress,1756771200,"{""stress_scale"":{""relax"":0,""mild"":1,""moderate"":0,""severe"":0},""max_stress"":31,""avg_stress"":31,""min_stress"":31}",1757101158
47675629,786882759,daily_report,stress,1762560000,"{""min_stress"":36,""avg_stress"":36,""max_stress"":36,""stress_scale"":{""moderate"":0,""severe"":0,""mild"":1,""relax"":0}}",1762665172
47675629,786882759,daily_report,stress,1762646400,"{""stress_scale"":{""moderate"":0,""severe"":0,""relax"":0,""mild"":2},""avg_stress"":41,""max_stress"":47,""min_stress"":36}",1762752862
47675629,default,daily_report,valid_stand,1754697600,"{""count"":5}",1754715021
47675629,default,daily_report,valid_stand,1756166400,"{""count"":4}",1756225828
47675629,default,daily_report,valid_stand,1756252800,"{""count"":8}",1756310551
47675629,default,daily_report,valid_stand,1756339200,"{""count"":3}",1756427931
47675629,default,daily_report,valid_stand,1756425600,"{""count"":10}",1756484160
47675629,default,daily_report,valid_stand,1756512000,"{""count"":8}",1756570250
47675629,default,daily_report,valid_stand,1756598400,"{""count"":6}",1757101159
47675629,default,daily_report,valid_stand,1756684800,"{""count"":12}",1757101159
47675629,default,daily_report,valid_stand,1756771200,"{""count"":12}",1757101159
47675629,default,daily_report,valid_stand,1756857600,"{""count"":7}",1757101159
47675629,default,daily_report,valid_stand,1756944000,"{""count"":10}",1757134253
47675629,default,daily_report,valid_stand,1757030400,"{""count"":9}",1757134253
47675629,default,daily_report,valid_stand,1757116800,"{""count"":10}",1757237336
47675629,default,daily_report,valid_stand,1757203200,"{""count"":10}",1757305434
47675629,default,daily_report,valid_stand,1757289600,"{""count"":15}",1757422861
47675629,default,daily_report,valid_stand,1757376000,"{""count"":7}",1757493250
47675629,default,daily_report,valid_stand,1757462400,"{""count"":11}",1757565119
47675629,default,daily_report,valid_stand,1757548800,"{""count"":11}",1757649631
47675629,default,daily_report,valid_stand,1757635200,"{""count"":7}",1757764801
47675629,default,daily_report,valid_stand,1757721600,"{""count"":9}",1757864878
47675629,default,daily_report,valid_stand,1757808000,"{""count"":5}",1757928583
47675629,default,daily_report,valid_stand,1757894400,"{""count"":9}",1757999392
47675629,default,daily_report,valid_stand,1757980800,"{""count"":7}",1758110466
47675629,default,daily_report,valid_stand,1758067200,"{""count"":11}",1758194103
47675629,default,daily_report,valid_stand,1758153600,"{""count"":11}",1758270917
47675629,default,daily_report,valid_stand,1758240000,"{""count"":5}",1758308936
47675629,default,daily_report,valid_stand,1758844800,"{""count"":12}",1759154222
47675629,default,daily_report,valid_stand,1758931200,"{""count"":11}",1759154222
47675629,default,daily_report,valid_stand,1759017600,"{""count"":7}",1759154222
47675629,default,daily_report,valid_stand,1759104000,"{""count"":7}",1759204810
47675629,default,daily_report,valid_stand,1759190400,"{""count"":3}",1759291262
47675629,default,daily_report,valid_stand,1759276800,"{""count"":11}",1759388405
47675629,default,daily_report,valid_stand,1759363200,"{""count"":11}",1759466499
47675629,default,daily_report,valid_stand,1759449600,"{""count"":8}",1759550419
47675629,default,daily_report,valid_stand,1759536000,"{""count"":9}",1759657509
47675629,default,daily_report,valid_stand,1759622400,"{""count"":11}",1759724163
47675629,default,daily_report,valid_stand,1759708800,"{""count"":13}",1759813235
47675629,default,daily_report,valid_stand,1759795200,"{""count"":10}",1759897007
47675629,default,daily_report,valid_stand,1759881600,"{""count"":11}",1759983205
47675629,default,daily_report,valid_stand,1759968000,"{""count"":11}",1760070139
47675629,default,daily_report,valid_stand,1760054400,"{""count"":12}",1760157034
47675629,default,daily_report,valid_stand,1760140800,"{""count"":10}",1760241610
47675629,default,daily_report,valid_stand,1760227200,"{""count"":9}",1760328016
47675629,default,daily_report,valid_stand,1760313600,"{""count"":7}",1760414464
47675629,default,daily_report,valid_stand,1760400000,"{""count"":13}",1760503210
47675629,default,daily_report,valid_stand,1760486400,"{""count"":8}",1760589215
47675629,default,daily_report,valid_stand,1760572800,"{""count"":12}",1760678990
47675629,default,daily_report,valid_stand,1760659200,"{""count"":7}",1760799316
47675629,default,daily_report,valid_stand,1760745600,"{""count"":9}",1760907605
47675629,default,daily_report,valid_stand,1760832000,"{""count"":8}",1760959675
47675629,default,daily_report,valid_stand,1760918400,"{""count"":10}",1761019235
47675629,default,daily_report,valid_stand,1761004800,"{""count"":14}",1761146902
47675629,default,daily_report,valid_stand,1761091200,"{""count"":11}",1761203375
47675629,default,daily_report,valid_stand,1761177600,"{""count"":9}",1761282005
47675629,default,daily_report,valid_stand,1761264000,"{""count"":11}",1761367976
47675629,default,daily_report,valid_stand,1761350400,"{""count"":12}",1761486675
47675629,default,daily_report,valid_stand,1761436800,"{""count"":10}",1761541205
47675629,default,daily_report,valid_stand,1761523200,"{""count"":7}",1761627716
47675629,default,daily_report,valid_stand,1761609600,"{""count"":10}",1761711667
47675629,default,daily_report,valid_stand,1761696000,"{""count"":14}",1761803680
47675629,default,daily_report,valid_stand,1761782400,"{""count"":14}",1761883244
47675629,default,daily_report,valid_stand,1761868800,"{""count"":9}",1761985468
47675629,default,daily_report,valid_stand,1761955200,"{""count"":6}",1762164056
47675629,default,daily_report,valid_stand,1762041600,"{""count"":11}",1762164099
47675629,default,daily_report,valid_stand,1762128000,"{""count"":13}",1762233714
47675629,default,daily_report,valid_stand,1762214400,"{""count"":6}",1762347609
47675629,default,daily_report,valid_stand,1762300800,"{""count"":9}",1762406988
47675629,default,daily_report,valid_stand,1762387200,"{""count"":10}",1762503645
47675629,default,daily_report,valid_stand,1762473600,"{""count"":11}",1762600183
47675629,default,daily_report,valid_stand,1762560000,"{""count"":9}",1762665172
47675629,default,daily_report,valid_stand,1762646400,"{""count"":9}",1762752862
47675629,default,daily_report,valid_stand,1762732800,"{""count"":10}",1762871772
47675629,default,daily_report,valid_stand,1762819200,"{""count"":11}",1762923669
47675629,default,daily_report,valid_stand,1762905600,"{""count"":11}",1763011881
47675629,default,daily_report,valid_stand,1762992000,"{""count"":9}",1763096541
47675629,default,daily_report,valid_stand,1763078400,"{""count"":10}",1763182931
47675629,default,daily_report,valid_stand,1763164800,"{""count"":9}",1763304769
47675629,default,daily_report,valid_stand,1763251200,"{""count"":8}",1763359041
47675629,default,daily_report,valid_stand,1763337600,"{""count"":11}",1763449204
47675629,default,daily_report,valid_stand,1763424000,"{""count"":10}",1763531133
47675629,default,daily_report,valid_stand,1763510400,"{""count"":10}",1763614818
47675629,default,daily_report,valid_stand,1763596800,"{""count"":8}",1763712004
47675629,default,daily_report,valid_stand,1763683200,"{""count"":7}",1763766006
47675629,default,daily_report,steps,1754611200,"{""calories"":1,""distance"":13,""steps"":21,""goal"":6000}",1754657505
47675629,default,daily_report,steps,1754697600,"{""goal"":6000,""steps"":4462,""distance"":3616,""calories"":245}",1754714304
47675629,default,daily_report,steps,1756166400,"{""distance"":5848,""calories"":275,""steps"":7070,""goal"":6000}",1756225828
47675629,default,daily_report,steps,1756252800,"{""goal"":6000,""distance"":6940,""calories"":316,""steps"":8628}",1756311229
47675629,default,daily_report,steps,1756339200,"{""steps"":673,""goal"":6000,""distance"":437,""calories"":48}",1756427931
47675629,default,daily_report,steps,1756425600,"{""calories"":306,""goal"":6000,""steps"":12104,""distance"":8263}",1756484142
47675629,default,daily_report,steps,1756512000,"{""goal"":6000,""calories"":454,""steps"":14311,""distance"":11103}",1756570250
47675629,default,daily_report,steps,1756598400,"{""goal"":6000,""steps"":11466,""distance"":8998,""calories"":378}",1756656285
47675629,default,daily_report,steps,1756684800,"{""calories"":636,""goal"":6000,""distance"":9640,""steps"":12613}",1757101158
47675629,default,daily_report,steps,1756771200,"{""calories"":527,""distance"":12046,""steps"":19102,""goal"":6000}",1757101158
47675629,default,daily_report,steps,1756857600,"{""calories"":326,""distance"":6536,""steps"":10363,""goal"":6000}",1757101158
47675629,default,daily_report,steps,1756944000,"{""distance"":3290,""calories"":177,""goal"":6000,""steps"":5180}",1757101158
47675629,default,daily_report,steps,1757030400,"{""distance"":1740,""steps"":2728,""goal"":6000,""calories"":85}",1757134253
47675629,default,daily_report,steps,1757116800,"{""steps"":15239,""calories"":700,""distance"":10733,""goal"":6000}",1757237336
47675629,default,daily_report,steps,1757203200,"{""goal"":6000,""calories"":277,""distance"":5563,""steps"":8652}",1757305434
47675629,default,daily_report,steps,1757289600,"{""calories"":429,""goal"":6000,""steps"":10530,""distance"":6751}",1757422861
47675629,default,daily_report,steps,1757376000,"{""distance"":9017,""calories"":349,""steps"":14331,""goal"":6000}",1757493250
47675629,default,daily_report,steps,1757462400,"{""goal"":6000,""steps"":7050,""distance"":6282,""calories"":402}",1757565119
47675629,default,daily_report,steps,1757548800,"{""steps"":7191,""calories"":241,""goal"":6000,""distance"":4554}",1757649631
47675629,default,daily_report,steps,1757635200,"{""steps"":6355,""calories"":161,""distance"":4003,""goal"":6000}",1757764801
47675629,default,daily_report,steps,1757721600,"{""steps"":12058,""distance"":9411,""calories"":524,""goal"":6000}",1757864878
47675629,default,daily_report,steps,1757808000,"{""steps"":9940,""goal"":6000,""calories"":545,""distance"":8040}",1757928583
47675629,default,daily_report,steps,1757894400,"{""steps"":7142,""calories"":221,""distance"":4516,""goal"":6000}",1757999392
47675629,default,daily_report,steps,1757980800,"{""distance"":4269,""calories"":207,""goal"":6000,""steps"":6736}",1758110466
47675629,default,daily_report,steps,1758067200,"{""goal"":6000,""steps"":2589,""calories"":134,""distance"":1784}",1758194103
47675629,default,daily_report,steps,1758153600,"{""distance"":2391,""goal"":6000,""calories"":173,""steps"":3736}",1758270917
47675629,default,daily_report,steps,1758240000,"{""distance"":3616,""calories"":174,""steps"":5714,""goal"":6000}",1758308936
47675629,default,daily_report,steps,1758585600,"{""calories"":142,""steps"":4267,""distance"":2706,""goal"":6000}",1759154221
47675629,default,daily_report,steps,1758672000,"{""calories"":115,""steps"":2383,""goal"":6000,""distance"":1522}",1759154221
47675629,default,daily_report,steps,1758758400,"{""distance"":1667,""goal"":6000,""calories"":121,""steps"":2614}",1759154221
47675629,default,daily_report,steps,1758844800,"{""distance"":9152,""goal"":6000,""calories"":509,""steps"":13302}",1759154221
47675629,default,daily_report,steps,1758931200,"{""distance"":4792,""goal"":6000,""calories"":291,""steps"":7539}",1759154221
47675629,default,daily_report,steps,1759017600,"{""calories"":180,""steps"":6978,""distance"":4407,""goal"":6000}",1759154221
47675629,default,daily_report,steps,1759104000,"{""steps"":7613,""calories"":423,""goal"":6000,""distance"":5803}",1759204810
47675629,default,daily_report,steps,1759190400,"{""steps"":527,""calories"":30,""goal"":6000,""distance"":341}",1759291262
47675629,default,daily_report,steps,1759276800,"{""goal"":6000,""calories"":200,""steps"":6283,""distance"":3979}",1759388405
47675629,default,daily_report,steps,1759363200,"{""calories"":246,""distance"":5785,""goal"":6000,""steps"":9147}",1759466499
47675629,default,daily_report,steps,1759449600,"{""goal"":6000,""distance"":863,""steps"":1331,""calories"":92}",1759550419
47675629,default,daily_report,steps,1759536000,"{""goal"":6000,""steps"":8391,""distance"":5348,""calories"":301}",1759657509
47675629,default,daily_report,steps,1759622400,"{""steps"":8192,""distance"":5220,""calories"":311,""goal"":6000}",1759724163
47675629,default,daily_report,steps,1759708800,"{""goal"":6000,""steps"":12619,""distance"":9244,""calories"":565}",1759813235
47675629,default,daily_report,steps,1759795200,"{""calories"":140,""goal"":6000,""distance"":1769,""steps"":2767}",1759897007
47675629,default,daily_report,steps,1759881600,"{""distance"":1994,""steps"":3128,""calories"":152,""goal"":6000}",1759983205
47675629,default,daily_report,steps,1759968000,"{""calories"":98,""distance"":1114,""steps"":1730,""goal"":6000}",1760070139
47675629,default,daily_report,steps,1760054400,"{""steps"":5340,""calories"":273,""goal"":6000,""distance"":3414}",1760157034
47675629,default,daily_report,steps,1760140800,"{""distance"":7954,""goal"":6000,""steps"":11143,""calories"":534}",1760241610
47675629,default,daily_report,steps,1760227200,"{""steps"":2471,""goal"":6000,""distance"":1593,""calories"":169}",1760328016
47675629,default,daily_report,steps,1760313600,"{""steps"":8000,""distance"":5106,""goal"":6000,""calories"":265}",1760414464
47675629,default,daily_report,steps,1760400000,"{""calories"":260,""goal"":6000,""distance"":3888,""steps"":6107}",1760503210
47675629,default,daily_report,steps,1760486400,"{""steps"":1426,""distance"":919,""goal"":6000,""calories"":88}",1760589215
47675629,default,daily_report,steps,1760572800,"{""steps"":5074,""distance"":3216,""calories"":179,""goal"":6000}",1760678990
47675629,default,daily_report,steps,1760659200,"{""calories"":142,""steps"":3891,""distance"":2460,""goal"":6000}",1760799316
47675629,default,daily_report,steps,1760745600,"{""calories"":90,""distance"":1347,""steps"":2109,""goal"":6000}",1760907605
47675629,default,daily_report,steps,1760832000,"{""steps"":4283,""distance"":2707,""calories"":154,""goal"":6000}",1760959675
47675629,default,daily_report,steps,1760918400,"{""calories"":669,""distance"":11991,""steps"":17436,""goal"":6000}",1761019235
47675629,default,daily_report,steps,1761004800,"{""distance"":2569,""goal"":6000,""steps"":4000,""calories"":200}",1761146902
